Date (UTC), Q (cms)
07/25/2022 20:00,1.59424
07/25/2022 20:15,1.59424
07/25/2022 20:30,1.59424
07/25/2022 20:45,1.59424
07/25/2022 21:00,1.62539
07/25/2022 21:15,1.62539
07/25/2022 21:30,1.62539
07/25/2022 21:45,1.62539
07/25/2022 22:00,1.62539
07/25/2022 22:15,1.62539
07/25/2022 22:30,1.62539
07/25/2022 22:45,1.62539
07/25/2022 23:00,1.62539
07/25/2022 23:15,1.62539
07/25/2022 23:30,1.62539
07/25/2022 23:45,1.62539
07/26/2022 00:00,1.62539
07/26/2022 00:15,1.62539
07/26/2022 00:30,1.62539
07/26/2022 00:45,1.65654
07/26/2022 01:00,1.65654
07/26/2022 01:15,1.65654
07/26/2022 01:30,1.68768
07/26/2022 01:45,1.68768
07/26/2022 02:00,1.68768
07/26/2022 02:15,1.71883
07/26/2022 02:30,1.71883
07/26/2022 02:45,1.71883
07/26/2022 03:00,1.71883
07/26/2022 03:15,1.71883
07/26/2022 03:30,1.71883
07/26/2022 03:45,1.71883
07/26/2022 04:00,1.71883
07/26/2022 04:15,1.68768
07/26/2022 04:30,1.68768
07/26/2022 04:45,1.68768
07/26/2022 05:00,1.68768
07/26/2022 05:15,1.68768
07/26/2022 05:30,1.65654
07/26/2022 05:45,1.65654
07/26/2022 06:00,1.65654
07/26/2022 06:15,1.65654
07/26/2022 06:30,1.62539
07/26/2022 06:45,1.62539
07/26/2022 07:00,1.62539
07/26/2022 07:15,1.62539
07/26/2022 07:30,1.62539
07/26/2022 07:45,1.59424
07/26/2022 08:00,1.59424
07/26/2022 08:15,1.59424
07/26/2022 08:30,1.59424
07/26/2022 08:45,1.59424
07/26/2022 09:00,1.59424
07/26/2022 09:15,1.56309
07/26/2022 09:30,1.56309
07/26/2022 09:45,1.56309
07/26/2022 10:00,1.56309
07/26/2022 10:15,1.56309
07/26/2022 10:30,1.56309
07/26/2022 10:45,1.56309
07/26/2022 11:00,1.56309
07/26/2022 11:15,1.56309
07/26/2022 11:30,1.56309
07/26/2022 11:45,1.62539
07/26/2022 12:00,1.62539
07/26/2022 12:15,1.62539
07/26/2022 12:30,1.62539
07/26/2022 12:45,1.65654
07/26/2022 13:00,1.65654
07/26/2022 13:15,1.65654
07/26/2022 13:30,1.71883
07/26/2022 13:45,1.74998
07/26/2022 14:00,1.78113
07/26/2022 14:15,1.81511
07/26/2022 14:30,1.84626
07/26/2022 14:45,1.88024
07/26/2022 15:00,1.88024
07/26/2022 15:15,1.88024
07/26/2022 15:30,1.88024
07/26/2022 15:45,1.88024
07/26/2022 16:00,1.88024
07/26/2022 16:15,1.91139
07/26/2022 16:30,1.97935
07/26/2022 16:45,2.01333
07/26/2022 17:00,2.08129
07/26/2022 17:15,2.1181
07/26/2022 17:30,2.18606
07/26/2022 17:45,2.4041
07/26/2022 18:00,2.48056
07/26/2022 18:15,2.78921
07/26/2022 18:30,3.65287
07/26/2022 18:45,5.15367
07/26/2022 19:00,6.65446
07/26/2022 19:15,7.58891
07/26/2022 19:30,8.2402
07/26/2022 19:45,8.69327
07/26/2022 20:00,9.06139
07/26/2022 20:15,9.31624
07/26/2022 20:30,9.40119
07/26/2022 20:45,9.31624
07/26/2022 21:00,9.11802
07/26/2022 21:15,8.83486
07/26/2022 21:30,8.58
07/26/2022 21:45,8.2402
07/26/2022 22:00,7.95703
07/26/2022 22:15,7.70218
07/26/2022 22:30,7.44733
07/26/2022 22:45,7.19248
07/26/2022 23:00,7.02258
07/26/2022 23:15,6.82436
07/26/2022 23:30,6.59783
07/26/2022 23:45,6.39961
07/27/2022 00:00,6.22971
07/27/2022 00:15,6.05981
07/27/2022 00:30,5.8899
07/27/2022 00:45,5.77664
07/27/2022 01:00,5.66337
07/27/2022 01:15,5.5501
07/27/2022 01:30,5.43683
07/27/2022 01:45,5.32357
07/27/2022 02:00,5.2103
07/27/2022 02:15,5.15367
07/27/2022 02:30,5.06872
07/27/2022 02:45,5.01208
07/27/2022 03:00,4.95545
07/27/2022 03:15,4.84218
07/27/2022 03:30,4.81386
07/27/2022 03:45,4.7006
07/27/2022 04:00,4.64396
07/27/2022 04:15,4.58733
07/27/2022 04:30,4.50238
07/27/2022 04:45,4.44574
07/27/2022 05:00,4.38911
07/27/2022 05:15,4.33248
07/27/2022 05:30,4.24753
07/27/2022 05:45,4.19089
07/27/2022 06:00,4.16258
07/27/2022 06:15,4.10594
07/27/2022 06:30,4.04931
07/27/2022 06:45,4.02099
07/27/2022 07:00,3.96436
07/27/2022 07:15,3.90772
07/27/2022 07:30,3.87941
07/27/2022 07:45,3.82277
07/27/2022 08:00,3.82277
07/27/2022 08:15,3.76614
07/27/2022 08:30,3.73782
07/27/2022 08:45,3.68119
07/27/2022 09:00,3.65287
07/27/2022 09:15,3.65287
07/27/2022 09:30,3.59624
07/27/2022 09:45,3.53961
07/27/2022 10:00,3.53961
07/27/2022 10:15,3.51129
07/27/2022 10:30,3.45466
07/27/2022 10:45,3.45466
07/27/2022 11:00,3.42634
07/27/2022 11:15,3.3697
07/27/2022 11:30,3.3697
07/27/2022 11:45,3.34139
07/27/2022 12:00,3.34139
07/27/2022 12:15,3.28475
07/27/2022 12:30,3.28475
07/27/2022 12:45,3.28475
07/27/2022 13:00,3.28475
07/27/2022 13:15,3.28475
07/27/2022 13:30,3.28475
07/27/2022 13:45,3.28475
07/27/2022 14:00,3.28475
07/27/2022 14:15,3.28475
07/27/2022 14:30,3.28475
07/27/2022 14:45,3.34139
07/27/2022 15:00,3.34139
07/27/2022 15:15,3.3697
07/27/2022 15:30,3.45466
07/27/2022 15:45,3.51129
07/27/2022 16:00,3.59624
07/27/2022 16:15,3.65287
07/27/2022 16:30,3.73782
07/27/2022 16:45,3.87941
07/27/2022 17:00,4.02099
07/27/2022 17:15,4.16258
07/27/2022 17:30,4.38911
07/27/2022 17:45,4.58733
07/27/2022 18:00,4.81386
07/27/2022 18:15,5.06872
07/27/2022 18:30,5.3802
07/27/2022 18:45,5.83327
07/27/2022 19:00,6.28634
07/27/2022 19:15,6.71109
07/27/2022 19:30,7.02258
07/27/2022 19:45,7.19248
07/27/2022 20:00,7.33406
07/27/2022 20:15,7.33406
07/27/2022 20:30,7.33406
07/27/2022 20:45,7.19248
07/27/2022 21:00,7.07921
07/27/2022 21:15,6.93763
07/27/2022 21:30,6.82436
07/27/2022 21:45,6.71109
07/27/2022 22:00,6.59783
07/27/2022 22:15,6.45624
07/27/2022 22:30,6.34297
07/27/2022 22:45,6.22971
07/27/2022 23:00,6.17307
07/27/2022 23:15,6.11644
07/27/2022 23:30,6.11644
07/27/2022 23:45,6.11644
07/28/2022 00:00,6.11644
07/28/2022 00:15,6.11644
07/28/2022 00:30,6.11644
07/28/2022 00:45,6.17307
07/28/2022 01:00,6.17307
07/28/2022 01:15,6.22971
07/28/2022 01:30,6.28634
07/28/2022 01:45,6.28634
07/28/2022 02:00,6.34297
07/28/2022 02:15,6.39961
07/28/2022 02:30,6.39961
07/28/2022 02:45,6.34297
07/28/2022 03:00,6.34297
07/28/2022 03:15,6.28634
07/28/2022 03:30,6.17307
07/28/2022 03:45,6.11644
07/28/2022 04:00,6.05981
07/28/2022 04:15,6.11644
07/28/2022 04:30,6.05981
07/28/2022 04:45,6.05981
07/28/2022 05:00,6.00317
07/28/2022 05:15,6.00317
07/28/2022 05:30,5.94654
07/28/2022 05:45,5.94654
07/28/2022 06:00,5.94654
07/28/2022 06:15,6.17307
07/28/2022 06:30,7.19248
07/28/2022 06:45,8.91981
07/28/2022 07:00,16.3955
07/28/2022 07:15,25.74
07/28/2022 07:30,34.2634
07/28/2022 07:45,44.7406
07/28/2022 08:00,54.6515
07/28/2022 08:15,62.2971
07/28/2022 08:30,67.6773
07/28/2022 08:45,72.4911
07/28/2022 09:00,78.4377
07/28/2022 09:15,82.1189
07/28/2022 09:30,84.9505
07/28/2022 09:45,87.7822
07/28/2022 10:00,88.9149
07/28/2022 10:15,90.3307
07/28/2022 10:30,92.8793
07/28/2022 10:45,98.2595
07/28/2022 11:00,105.339
07/28/2022 11:15,112.418
07/28/2022 11:30,119.78
07/28/2022 11:45,126.859
07/28/2022 12:00,132.24
07/28/2022 12:15,136.77
07/28/2022 12:30,140.452
07/28/2022 12:45,142.717
07/28/2022 13:00,144.416
07/28/2022 13:15,144.699
07/28/2022 13:30,144.982
07/28/2022 13:45,144.416
07/28/2022 14:00,144.133
07/28/2022 14:15,144.133
07/28/2022 14:30,144.699
07/28/2022 14:45,145.832
07/28/2022 15:00,147.531
07/28/2022 15:15,150.079
07/28/2022 15:30,152.911
07/28/2022 15:45,155.743
07/28/2022 16:00,158.574
07/28/2022 16:15,160.84
07/28/2022 16:30,163.105
07/28/2022 16:45,164.804
07/28/2022 17:00,166.786
07/28/2022 17:15,167.919
07/28/2022 17:30,168.202
07/28/2022 17:45,169.052
07/28/2022 18:00,169.335
07/28/2022 18:15,169.052
07/28/2022 18:30,167.919
07/28/2022 18:45,167.069
07/28/2022 19:00,165.654
07/28/2022 19:15,162.822
07/28/2022 19:30,160.273
07/28/2022 19:45,156.592
07/28/2022 20:00,152.345
07/28/2022 20:15,148.097
07/28/2022 20:30,143.566
07/28/2022 20:45,138.186
07/28/2022 21:00,133.089
07/28/2022 21:15,127.709
07/28/2022 21:30,122.329
07/28/2022 21:45,116.949
07/28/2022 22:00,111.285
07/28/2022 22:15,105.622
07/28/2022 22:30,100.242
07/28/2022 22:45,94.8614
07/28/2022 23:00,89.1981
07/28/2022 23:15,84.101
07/28/2022 23:30,79.004
07/28/2022 23:45,75.3228
07/29/2022 00:00,71.0753
07/29/2022 00:15,66.5446
07/29/2022 00:30,62.5802
07/29/2022 00:45,59.1822
07/29/2022 01:00,55.7842
07/29/2022 01:15,52.9525
07/29/2022 01:30,50.1208
07/29/2022 01:45,47.8555
07/29/2022 02:00,45.8733
07/29/2022 02:15,43.6079
07/29/2022 02:30,41.6258
07/29/2022 02:45,39.9268
07/29/2022 03:00,38.2277
07/29/2022 03:15,36.8119
07/29/2022 03:30,35.3961
07/29/2022 03:45,33.9802
07/29/2022 04:00,33.1307
07/29/2022 04:15,32.5644
07/29/2022 04:30,31.7149
07/29/2022 04:45,30.8654
07/29/2022 05:00,30.299
07/29/2022 05:15,29.4495
07/29/2022 05:30,28.8832
07/29/2022 05:45,28.1186
07/29/2022 06:00,27.4957
07/29/2022 06:15,26.9576
07/29/2022 06:30,26.4479
07/29/2022 06:45,26.0232
07/29/2022 07:00,25.4852
07/29/2022 07:15,25.0604
07/29/2022 07:30,24.6357
07/29/2022 07:45,24.2109
07/29/2022 08:00,23.7862
07/29/2022 08:15,23.4747
07/29/2022 08:30,23.0499
07/29/2022 08:45,22.7101
07/29/2022 09:00,22.3137
07/29/2022 09:15,22.0588
07/29/2022 09:30,21.7473
07/29/2022 09:45,21.4075
07/29/2022 10:00,21.181
07/29/2022 10:15,20.8412
07/29/2022 10:30,20.6147
07/29/2022 10:45,20.3598
07/29/2022 11:00,20.1333
07/29/2022 11:15,19.9067
07/29/2022 11:30,19.6519
07/29/2022 11:45,19.4254
07/29/2022 12:00,19.1988
07/29/2022 12:15,18.9723
07/29/2022 12:30,18.7174
07/29/2022 12:45,18.5759
07/29/2022 13:00,18.3493
07/29/2022 13:15,18.1228
07/29/2022 13:30,17.8962
07/29/2022 13:45,17.7263
07/29/2022 14:00,17.4998
07/29/2022 14:15,17.2733
07/29/2022 14:30,17.1317
07/29/2022 14:45,16.9901
07/29/2022 15:00,16.8485
07/29/2022 15:15,16.6786
07/29/2022 15:30,16.4521
07/29/2022 15:45,16.3105
07/29/2022 16:00,16.1689
07/29/2022 16:15,15.999
07/29/2022 16:30,15.8008
07/29/2022 16:45,15.6309
07/29/2022 17:00,15.4327
07/29/2022 17:15,15.3477
07/29/2022 17:30,15.1778
07/29/2022 17:45,15.0079
07/29/2022 18:00,14.8097
07/29/2022 18:15,14.7248
07/29/2022 18:30,14.5549
07/29/2022 18:45,14.4699
07/29/2022 19:00,14.3
07/29/2022 19:15,14.2151
07/29/2022 19:30,14.1301
07/29/2022 19:45,14.1301
07/29/2022 20:00,14.1301
07/29/2022 20:15,14.1301
07/29/2022 20:30,14.1301
07/29/2022 20:45,14.1301
07/29/2022 21:00,14.2151
07/29/2022 21:15,14.3
07/29/2022 21:30,14.385
07/29/2022 21:45,14.4699
07/29/2022 22:00,14.4699
07/29/2022 22:15,14.5549
07/29/2022 22:30,14.6398
07/29/2022 22:45,14.6398
07/29/2022 23:00,14.6398
07/29/2022 23:15,14.6398
07/29/2022 23:30,14.6398
07/29/2022 23:45,14.5549
07/30/2022 00:00,14.4699
07/30/2022 00:15,14.385
07/30/2022 00:30,14.3
07/30/2022 00:45,14.1301
07/30/2022 01:00,14.0452
07/30/2022 01:15,13.9602
07/30/2022 01:30,13.7903
07/30/2022 01:45,13.7054
07/30/2022 02:00,13.5355
07/30/2022 02:15,13.4505
07/30/2022 02:30,13.2806
07/30/2022 02:45,13.1957
07/30/2022 03:00,13.0257
07/30/2022 03:15,12.8558
07/30/2022 03:30,12.7709
07/30/2022 03:45,12.601
07/30/2022 04:00,12.601
07/30/2022 04:15,12.4594
07/30/2022 04:30,12.3745
07/30/2022 04:45,12.2895
07/30/2022 05:00,12.2046
07/30/2022 05:15,12.0347
07/30/2022 05:30,11.9497
07/30/2022 05:45,11.8931
07/30/2022 06:00,11.8081
07/30/2022 06:15,11.7232
07/30/2022 06:30,11.6382
07/30/2022 06:45,11.5816
07/30/2022 07:00,11.4966
07/30/2022 07:15,11.4117
07/30/2022 07:30,11.3267
07/30/2022 07:45,11.2701
07/30/2022 08:00,11.1852
07/30/2022 08:15,11.1002
07/30/2022 08:30,11.0153
07/30/2022 08:45,11.0153
07/30/2022 09:00,10.9586
07/30/2022 09:15,10.8737
07/30/2022 09:30,10.7887
07/30/2022 09:45,10.7321
07/30/2022 10:00,10.6471
07/30/2022 10:15,10.5622
07/30/2022 10:30,10.5056
07/30/2022 10:45,10.4206
07/30/2022 11:00,10.3356
07/30/2022 11:15,10.279
07/30/2022 11:30,10.1941
07/30/2022 11:45,10.1374
07/30/2022 12:00,10.1374
07/30/2022 12:15,9.96753
07/30/2022 12:30,9.96753
07/30/2022 12:45,9.9109
07/30/2022 13:00,9.82595
07/30/2022 13:15,9.76931
07/30/2022 13:30,9.76931
07/30/2022 13:45,9.68436
07/30/2022 14:00,9.62773
07/30/2022 14:15,9.62773
07/30/2022 14:30,9.54278
07/30/2022 14:45,9.45783
07/30/2022 15:00,9.45783
07/30/2022 15:15,9.40119
07/30/2022 15:30,9.31624
07/30/2022 15:45,9.25961
07/30/2022 16:00,9.25961
07/30/2022 16:15,9.17466
07/30/2022 16:30,9.11802
07/30/2022 16:45,9.11802
07/30/2022 17:00,9.06139
07/30/2022 17:15,8.97644
07/30/2022 17:30,8.91981
07/30/2022 17:45,8.83486
07/30/2022 18:00,8.83486
07/30/2022 18:15,8.77822
07/30/2022 18:30,8.77822
07/30/2022 18:45,8.69327
07/30/2022 19:00,8.63664
07/30/2022 19:15,8.63664
07/30/2022 19:30,8.58
07/30/2022 19:45,8.49505
07/30/2022 20:00,8.49505
07/30/2022 20:15,8.43842
07/30/2022 20:30,8.35347
07/30/2022 20:45,8.35347
07/30/2022 21:00,8.29684
07/30/2022 21:15,8.2402
07/30/2022 21:30,8.2402
07/30/2022 21:45,8.15525
07/30/2022 22:00,8.09862
07/30/2022 22:15,8.09862
07/30/2022 22:30,8.04198
07/30/2022 22:45,7.95703
07/30/2022 23:00,7.9004
07/30/2022 23:15,7.9004
07/30/2022 23:30,7.84377
07/30/2022 23:45,7.75882
07/31/2022 00:00,7.70218
07/31/2022 00:15,7.70218
07/31/2022 00:30,7.64555
07/31/2022 00:45,7.58891
07/31/2022 01:00,7.50396
07/31/2022 01:15,7.50396
07/31/2022 01:30,7.44733
07/31/2022 01:45,7.3907
07/31/2022 02:00,7.3907
07/31/2022 02:15,7.33406
07/31/2022 02:30,7.24911
07/31/2022 02:45,7.19248
07/31/2022 03:00,7.13585
07/31/2022 03:15,7.13585
07/31/2022 03:30,7.07921
07/31/2022 03:45,7.07921
07/31/2022 04:00,7.02258
07/31/2022 04:15,7.02258
07/31/2022 04:30,6.93763
07/31/2022 04:45,6.88099
07/31/2022 05:00,6.88099
07/31/2022 05:15,6.82436
07/31/2022 05:30,6.82436
07/31/2022 05:45,6.76773
07/31/2022 06:00,6.76773
07/31/2022 06:15,6.76773
07/31/2022 06:30,6.71109
07/31/2022 06:45,6.71109
07/31/2022 07:00,6.65446
07/31/2022 07:15,6.59783
07/31/2022 07:30,6.59783
07/31/2022 07:45,6.59783
07/31/2022 08:00,6.51287
07/31/2022 08:15,6.51287
07/31/2022 08:30,6.51287
07/31/2022 08:45,6.45624
07/31/2022 09:00,6.45624
07/31/2022 09:15,6.39961
07/31/2022 09:30,6.39961
07/31/2022 09:45,6.34297
07/31/2022 10:00,6.34297
07/31/2022 10:15,6.34297
07/31/2022 10:30,6.28634
07/31/2022 10:45,6.28634
07/31/2022 11:00,6.22971
07/31/2022 11:15,6.22971
07/31/2022 11:30,6.17307
07/31/2022 11:45,6.17307
07/31/2022 12:00,6.11644
07/31/2022 12:15,6.11644
07/31/2022 12:30,6.11644
07/31/2022 12:45,6.05981
07/31/2022 13:00,6.05981
07/31/2022 13:15,6.05981
07/31/2022 13:30,6.00317
07/31/2022 13:45,6.00317
07/31/2022 14:00,6.00317
07/31/2022 14:15,6.00317
07/31/2022 14:30,6.05981
07/31/2022 14:45,6.05981
07/31/2022 15:00,6.11644
07/31/2022 15:15,6.11644
07/31/2022 15:30,6.11644
07/31/2022 15:45,6.11644
07/31/2022 16:00,6.17307
07/31/2022 16:15,6.17307
07/31/2022 16:30,6.17307
07/31/2022 16:45,6.22971
07/31/2022 17:00,6.28634
07/31/2022 17:15,6.34297
07/31/2022 17:30,6.45624
07/31/2022 17:45,6.51287
07/31/2022 18:00,6.65446
07/31/2022 18:15,6.76773
07/31/2022 18:30,6.88099
07/31/2022 18:45,7.07921
07/31/2022 19:00,7.19248
07/31/2022 19:15,7.44733
07/31/2022 19:30,7.64555
07/31/2022 19:45,7.9004
07/31/2022 20:00,8.09862
07/31/2022 20:15,8.35347
07/31/2022 20:30,8.58
07/31/2022 20:45,8.69327
07/31/2022 21:00,8.83486
07/31/2022 21:15,8.91981
07/31/2022 21:30,8.97644
07/31/2022 21:45,9.06139
07/31/2022 22:00,9.11802
07/31/2022 22:15,9.11802
07/31/2022 22:30,9.11802
07/31/2022 22:45,9.11802
07/31/2022 23:00,9.06139
07/31/2022 23:15,9.06139
07/31/2022 23:30,8.97644
07/31/2022 23:45,8.97644
08/01/2022 00:00,8.91981
08/01/2022 00:15,8.91981
08/01/2022 00:30,8.83486
08/01/2022 00:45,8.83486
08/01/2022 01:00,8.77822
08/01/2022 01:15,8.77822
08/01/2022 01:30,8.69327
08/01/2022 01:45,8.69327
08/01/2022 02:00,8.69327
08/01/2022 02:15,8.63664
08/01/2022 02:30,8.63664
08/01/2022 02:45,8.63664
08/01/2022 03:00,8.58
08/01/2022 03:15,8.58
08/01/2022 03:30,8.49505
08/01/2022 03:45,8.49505
