Date (UTC), Q (cms)
07/25/2022 23:00,0.753228
07/25/2022 23:15,0.781545
07/25/2022 23:30,0.897644
07/25/2022 23:45,1.02507
07/26/2022 00:00,1.15816
07/26/2022 00:15,1.23178
07/26/2022 00:30,1.30541
07/26/2022 00:45,1.30541
07/26/2022 01:00,1.30541
07/26/2022 01:15,1.23178
07/26/2022 01:30,1.15816
07/26/2022 01:45,1.12418
07/26/2022 02:00,1.0902
07/26/2022 02:15,1.02507
07/26/2022 02:30,0.99109
07/26/2022 02:45,0.959941
07/26/2022 03:00,0.928793
07/26/2022 03:15,0.897644
07/26/2022 03:30,0.897644
07/26/2022 03:45,0.866496
07/26/2022 04:00,0.897644
07/26/2022 04:15,0.866496
07/26/2022 04:30,0.866496
07/26/2022 04:45,0.897644
07/26/2022 05:00,0.928793
07/26/2022 05:15,1.02507
07/26/2022 05:30,1.0902
07/26/2022 05:45,1.12418
07/26/2022 06:00,1.15816
07/26/2022 06:15,1.15816
07/26/2022 06:30,1.19497
07/26/2022 06:45,1.26576
07/26/2022 07:00,1.43
07/26/2022 07:15,1.76131
07/26/2022 07:30,2.33048
07/26/2022 07:45,2.88832
07/26/2022 08:00,3.1998
07/26/2022 08:15,3.31307
07/26/2022 08:30,3.3697
07/26/2022 08:45,3.25644
07/26/2022 09:00,3.25644
07/26/2022 09:15,3.1998
07/26/2022 09:30,3.1998
07/26/2022 09:45,3.1998
07/26/2022 10:00,3.1998
07/26/2022 10:15,3.14317
07/26/2022 10:30,3.08654
07/26/2022 10:45,3.05822
07/26/2022 11:00,2.94495
07/26/2022 11:15,2.88832
07/26/2022 11:30,2.78071
07/26/2022 11:45,2.6278
07/26/2022 12:00,2.57683
07/26/2022 12:15,2.52586
07/26/2022 12:30,2.42675
07/26/2022 12:45,2.37862
07/26/2022 13:00,2.33048
07/26/2022 13:15,2.27951
07/26/2022 13:30,2.2257
07/26/2022 13:45,2.1719
07/26/2022 14:00,2.1181
07/26/2022 14:15,2.0643
07/26/2022 14:30,2.0643
07/26/2022 14:45,1.95953
07/26/2022 15:00,1.95953
07/26/2022 15:15,1.90856
07/26/2022 15:30,1.90856
07/26/2022 15:45,1.86042
07/26/2022 16:00,1.86042
07/26/2022 16:15,1.80945
07/26/2022 16:30,1.76131
07/26/2022 16:45,1.80945
07/26/2022 17:00,1.90856
07/26/2022 17:15,2.0643
07/26/2022 17:30,2.33048
07/26/2022 17:45,2.6278
07/26/2022 18:00,3.00159
07/26/2022 18:15,3.25644
07/26/2022 18:30,3.48297
07/26/2022 18:45,4.21921
07/26/2022 19:00,5.5501
07/26/2022 19:15,7.30575
07/26/2022 19:30,9.28793
07/26/2022 19:45,11.1285
07/26/2022 20:00,12.7426
07/26/2022 20:15,13.677
07/26/2022 20:30,14.1867
07/26/2022 20:45,14.0735
07/26/2022 21:00,13.7903
07/26/2022 21:15,13.3089
07/26/2022 21:30,12.7426
07/26/2022 21:45,12.3745
07/26/2022 22:00,11.8364
07/26/2022 22:15,11.6665
07/26/2022 22:30,11.2135
07/26/2022 22:45,11.0436
07/26/2022 23:00,11.0436
07/26/2022 23:15,10.7887
07/26/2022 23:30,10.7887
07/26/2022 23:45,10.7887
07/27/2022 00:00,10.7887
07/27/2022 00:15,10.7038
07/27/2022 00:30,10.7038
07/27/2022 00:45,10.7038
07/27/2022 01:00,10.6188
07/27/2022 01:15,10.5339
07/27/2022 01:30,10.4489
07/27/2022 01:45,10.364
07/27/2022 02:00,10.364
07/27/2022 02:15,10.1941
07/27/2022 02:30,10.1091
07/27/2022 02:45,10.0242
07/27/2022 03:00,9.93921
07/27/2022 03:15,9.76931
07/27/2022 03:30,9.59941
07/27/2022 03:45,9.54278
07/27/2022 04:00,9.28793
07/27/2022 04:15,9.06139
07/27/2022 04:30,8.89149
07/27/2022 04:45,8.69327
07/27/2022 05:00,8.55169
07/27/2022 05:15,8.32515
07/27/2022 05:30,8.18357
07/27/2022 05:45,7.84377
07/27/2022 06:00,7.78713
07/27/2022 06:15,7.50396
07/27/2022 06:30,7.30575
07/27/2022 06:45,7.10753
07/27/2022 07:00,6.90931
07/27/2022 07:15,6.71109
07/27/2022 07:30,6.51287
07/27/2022 07:45,6.34297
07/27/2022 08:00,6.14476
07/27/2022 08:15,6.03149
07/27/2022 08:30,5.83327
07/27/2022 08:45,5.66337
07/27/2022 09:00,5.5501
07/27/2022 09:15,5.43683
07/27/2022 09:30,5.29525
07/27/2022 09:45,5.12535
07/27/2022 10:00,5.01208
07/27/2022 10:15,4.95545
07/27/2022 10:30,4.78555
07/27/2022 10:45,4.64396
07/27/2022 11:00,4.58733
07/27/2022 11:15,4.47406
07/27/2022 11:30,4.33248
07/27/2022 11:45,4.27584
07/27/2022 12:00,4.07763
07/27/2022 12:15,4.07763
07/27/2022 12:30,3.90772
07/27/2022 12:45,3.90772
07/27/2022 13:00,3.85109
07/27/2022 13:15,3.73782
07/27/2022 13:30,3.65287
07/27/2022 13:45,3.59624
07/27/2022 14:00,3.53961
07/27/2022 14:15,3.48297
07/27/2022 14:30,3.42634
07/27/2022 14:45,3.42634
07/27/2022 15:00,3.31307
07/27/2022 15:15,3.25644
07/27/2022 15:30,3.1998
07/27/2022 15:45,3.1998
07/27/2022 16:00,3.08654
07/27/2022 16:15,3.05822
07/27/2022 16:30,3.05822
07/27/2022 16:45,3.00159
07/27/2022 17:00,2.94495
07/27/2022 17:15,2.88832
07/27/2022 17:30,2.88832
07/27/2022 17:45,2.83168
07/27/2022 18:00,2.78071
07/27/2022 18:15,2.72974
07/27/2022 18:30,2.67594
07/27/2022 18:45,2.67594
07/27/2022 19:00,2.6278
07/27/2022 19:15,2.57683
07/27/2022 19:30,2.52586
07/27/2022 19:45,2.52586
07/27/2022 20:00,2.47772
07/27/2022 20:15,2.47772
07/27/2022 20:30,2.42675
07/27/2022 20:45,2.37862
07/27/2022 21:00,2.33048
07/27/2022 21:15,2.33048
07/27/2022 21:30,2.33048
07/27/2022 21:45,2.27951
07/27/2022 22:00,2.2257
07/27/2022 22:15,2.1719
07/27/2022 22:30,2.1719
07/27/2022 22:45,2.1181
07/27/2022 23:00,2.1181
07/27/2022 23:15,2.0643
07/27/2022 23:30,2.0643
07/27/2022 23:45,2.01333
07/28/2022 00:00,1.95953
07/28/2022 00:15,1.95953
07/28/2022 00:30,1.95953
07/28/2022 00:45,1.86042
07/28/2022 01:00,1.86042
07/28/2022 01:15,1.86042
07/28/2022 01:30,1.86042
07/28/2022 01:45,1.80945
07/28/2022 02:00,1.80945
07/28/2022 02:15,1.80945
07/28/2022 02:30,1.80945
07/28/2022 02:45,1.80945
07/28/2022 03:00,1.80945
07/28/2022 03:15,1.80945
07/28/2022 03:30,1.80945
07/28/2022 03:45,1.80945
07/28/2022 04:00,1.80945
07/28/2022 04:15,1.80945
07/28/2022 04:30,1.80945
07/28/2022 04:45,1.80945
07/28/2022 05:00,1.80945
07/28/2022 05:15,1.76131
07/28/2022 05:30,1.76131
07/28/2022 05:45,1.71317
07/28/2022 06:00,1.71317
07/28/2022 06:15,1.71317
07/28/2022 06:30,1.66786
07/28/2022 06:45,1.66786
07/28/2022 07:00,1.66786
07/28/2022 07:15,1.61689
07/28/2022 07:30,1.61689
07/28/2022 07:45,1.61689
07/28/2022 08:00,1.61689
07/28/2022 08:15,1.56875
07/28/2022 08:30,2.0643
07/28/2022 08:45,2.72974
07/28/2022 09:00,3.08654
07/28/2022 09:15,3.3697
07/28/2022 09:30,3.73782
07/28/2022 09:45,5.43683
07/28/2022 10:00,7.24911
07/28/2022 10:15,8.69327
07/28/2022 10:30,10.5339
07/28/2022 10:45,12.1196
07/28/2022 11:00,14.0735
07/28/2022 11:15,16.7919
07/28/2022 11:30,19.6519
07/28/2022 11:45,21.7473
07/28/2022 12:00,23.5313
07/28/2022 12:15,26.5046
07/28/2022 12:30,28.8832
07/28/2022 12:45,30.5822
07/28/2022 13:00,32.2812
07/28/2022 13:15,33.9802
07/28/2022 13:30,35.1129
07/28/2022 13:45,37.0951
07/28/2022 14:00,38.7941
07/28/2022 14:15,39.6436
07/28/2022 14:30,40.4931
07/28/2022 14:45,40.7763
07/28/2022 15:00,40.4931
07/28/2022 15:15,40.2099
07/28/2022 15:30,39.6436
07/28/2022 15:45,39.0772
07/28/2022 16:00,38.5109
07/28/2022 16:15,37.0951
07/28/2022 16:30,36.2456
07/28/2022 16:45,35.3961
07/28/2022 17:00,34.2634
07/28/2022 17:15,33.1307
07/28/2022 17:30,32.2812
07/28/2022 17:45,31.7149
07/28/2022 18:00,30.8654
07/28/2022 18:15,30.0159
07/28/2022 18:30,29.4495
07/28/2022 18:45,28.6
07/28/2022 19:00,28.1753
07/28/2022 19:15,27.6089
07/28/2022 19:30,27.1842
07/28/2022 19:45,26.7877
07/28/2022 20:00,26.5046
07/28/2022 20:15,26.0798
07/28/2022 20:30,25.9382
07/28/2022 20:45,25.7966
07/28/2022 21:00,25.5418
07/28/2022 21:15,25.2586
07/28/2022 21:30,24.8622
07/28/2022 21:45,24.8622
07/28/2022 22:00,24.7206
07/28/2022 22:15,24.3242
07/28/2022 22:30,24.0693
07/28/2022 22:45,23.7862
07/28/2022 23:00,23.6729
07/28/2022 23:15,23.1349
07/28/2022 23:30,22.88
07/28/2022 23:45,22.5119
07/29/2022 00:00,22.1155
07/29/2022 00:15,21.7473
07/29/2022 00:30,21.3792
07/29/2022 00:45,20.9828
07/29/2022 01:00,20.6147
07/29/2022 01:15,20.2465
07/29/2022 01:30,19.7652
07/29/2022 01:45,19.4254
07/29/2022 02:00,18.944
07/29/2022 02:15,18.3493
07/29/2022 02:30,17.8962
07/29/2022 02:45,17.3299
07/29/2022 03:00,16.7919
07/29/2022 03:15,16.1123
07/29/2022 03:30,15.5743
07/29/2022 03:45,14.9513
07/29/2022 04:00,14.3566
07/29/2022 04:15,13.7903
07/29/2022 04:30,13.224
07/29/2022 04:45,12.7426
07/29/2022 05:00,12.1196
07/29/2022 05:15,11.5816
07/29/2022 05:30,11.2135
07/29/2022 05:45,10.8737
07/29/2022 06:00,10.5339
07/29/2022 06:15,10.1941
07/29/2022 06:30,9.76931
07/29/2022 06:45,9.59941
07/29/2022 07:00,9.37288
07/29/2022 07:15,9.11802
07/29/2022 07:30,8.83486
07/29/2022 07:45,8.69327
07/29/2022 08:00,8.55169
07/29/2022 08:15,8.46674
07/29/2022 08:30,8.4101
07/29/2022 08:45,8.32515
07/29/2022 09:00,8.26852
07/29/2022 09:15,8.18357
07/29/2022 09:30,8.12693
07/29/2022 09:45,8.04198
07/29/2022 10:00,7.9004
07/29/2022 10:15,7.84377
07/29/2022 10:30,7.78713
07/29/2022 10:45,7.64555
07/29/2022 11:00,7.5606
07/29/2022 11:15,7.44733
07/29/2022 11:30,7.30575
07/29/2022 11:45,7.30575
07/29/2022 12:00,7.16416
07/29/2022 12:15,7.10753
07/29/2022 12:30,7.10753
07/29/2022 12:45,7.05089
07/29/2022 13:00,6.96594
07/29/2022 13:15,6.96594
07/29/2022 13:30,6.90931
07/29/2022 13:45,6.90931
07/29/2022 14:00,6.90931
07/29/2022 14:15,6.85268
07/29/2022 14:30,6.76773
07/29/2022 14:45,6.76773
07/29/2022 15:00,6.71109
07/29/2022 15:15,6.71109
07/29/2022 15:30,6.65446
07/29/2022 15:45,6.59783
07/29/2022 16:00,6.51287
07/29/2022 16:15,6.45624
07/29/2022 16:30,6.45624
07/29/2022 16:45,6.39961
07/29/2022 17:00,6.34297
07/29/2022 17:15,6.34297
07/29/2022 17:30,6.28634
07/29/2022 17:45,6.20139
07/29/2022 18:00,6.14476
07/29/2022 18:15,6.03149
07/29/2022 18:30,6.03149
07/29/2022 18:45,5.97485
07/29/2022 19:00,5.97485
07/29/2022 19:15,5.83327
07/29/2022 19:30,5.83327
07/29/2022 19:45,5.77664
07/29/2022 20:00,5.72
07/29/2022 20:15,5.66337
07/29/2022 20:30,5.66337
07/29/2022 20:45,5.60674
07/29/2022 21:00,5.60674
07/29/2022 21:15,5.5501
07/29/2022 21:30,5.5501
07/29/2022 21:45,5.49347
07/29/2022 22:00,5.43683
07/29/2022 22:15,5.43683
07/29/2022 22:30,5.35188
07/29/2022 22:45,5.29525
07/29/2022 23:00,5.29525
07/29/2022 23:15,5.23862
07/29/2022 23:30,5.18198
07/29/2022 23:45,5.12535
07/30/2022 00:00,5.06872
07/30/2022 00:15,5.06872
07/30/2022 00:30,5.01208
07/30/2022 00:45,4.95545
07/30/2022 01:00,4.95545
07/30/2022 01:15,4.89881
07/30/2022 01:30,4.89881
07/30/2022 01:45,4.84218
07/30/2022 02:00,4.78555
07/30/2022 02:15,4.7006
07/30/2022 02:30,4.7006
07/30/2022 02:45,4.7006
07/30/2022 03:00,4.64396
07/30/2022 03:15,4.58733
07/30/2022 03:30,4.5307
07/30/2022 03:45,4.5307
07/30/2022 04:00,4.5307
07/30/2022 04:15,4.38911
07/30/2022 04:30,4.38911
07/30/2022 04:45,4.33248
07/30/2022 05:00,4.27584
07/30/2022 05:15,4.27584
07/30/2022 05:30,4.21921
07/30/2022 05:45,4.13426
07/30/2022 06:00,4.13426
07/30/2022 06:15,4.07763
07/30/2022 06:30,4.02099
07/30/2022 06:45,3.90772
07/30/2022 07:00,3.96436
07/30/2022 07:15,3.90772
07/30/2022 07:30,3.85109
07/30/2022 07:45,3.85109
07/30/2022 08:00,3.76614
07/30/2022 08:15,3.76614
07/30/2022 08:30,3.70951
07/30/2022 08:45,3.70951
07/30/2022 09:00,3.65287
07/30/2022 09:15,3.65287
07/30/2022 09:30,3.59624
07/30/2022 09:45,3.59624
07/30/2022 10:00,3.53961
07/30/2022 10:15,3.53961
07/30/2022 10:30,3.48297
07/30/2022 10:45,3.48297
07/30/2022 11:00,3.48297
07/30/2022 11:15,3.42634
07/30/2022 11:30,3.3697
07/30/2022 11:45,3.31307
07/30/2022 12:00,3.3697
07/30/2022 12:15,3.31307
07/30/2022 12:30,3.25644
07/30/2022 12:45,3.31307
07/30/2022 13:00,3.25644
07/30/2022 13:15,3.25644
07/30/2022 13:30,3.1998
07/30/2022 13:45,3.14317
07/30/2022 14:00,3.1998
07/30/2022 14:15,3.08654
07/30/2022 14:30,3.08654
07/30/2022 14:45,3.08654
07/30/2022 15:00,3.0299
07/30/2022 15:15,3.0299
07/30/2022 15:30,2.97327
07/30/2022 15:45,2.97327
07/30/2022 16:00,2.97327
07/30/2022 16:15,2.97327
07/30/2022 16:30,2.97327
07/30/2022 16:45,2.91664
07/30/2022 17:00,2.86
07/30/2022 17:15,2.91664
07/30/2022 17:30,2.86
07/30/2022 17:45,2.86
07/30/2022 18:00,2.82036
07/30/2022 18:15,2.82036
07/30/2022 18:30,2.82036
07/30/2022 18:45,2.76656
07/30/2022 19:00,2.76656
07/30/2022 19:15,2.71559
07/30/2022 19:30,2.71559
07/30/2022 19:45,2.71559
07/30/2022 20:00,2.71559
07/30/2022 20:15,2.66462
07/30/2022 20:30,2.61364
07/30/2022 20:45,2.61364
07/30/2022 21:00,2.56267
07/30/2022 21:15,2.56267
07/30/2022 21:30,2.56267
07/30/2022 21:45,2.5117
07/30/2022 22:00,2.46073
07/30/2022 22:15,2.5117
07/30/2022 22:30,2.46073
07/30/2022 22:45,2.46073
07/30/2022 23:00,2.4126
07/30/2022 23:15,2.4126
07/30/2022 23:30,2.36446
07/30/2022 23:45,2.36446
07/31/2022 00:00,2.31632
07/31/2022 00:15,2.31632
07/31/2022 00:30,2.31632
07/31/2022 00:45,2.26252
07/31/2022 01:00,2.26252
07/31/2022 01:15,2.26252
07/31/2022 01:30,2.20588
07/31/2022 01:45,2.15208
07/31/2022 02:00,2.15208
07/31/2022 02:15,2.15208
07/31/2022 02:30,2.09828
07/31/2022 02:45,2.04448
07/31/2022 03:00,2.09828
07/31/2022 03:15,2.04448
07/31/2022 03:30,2.04448
07/31/2022 03:45,1.99351
07/31/2022 04:00,1.99351
07/31/2022 04:15,1.99351
07/31/2022 04:30,1.94254
07/31/2022 04:45,1.94254
07/31/2022 05:00,1.89157
07/31/2022 05:15,1.94254
07/31/2022 05:30,1.89157
07/31/2022 05:45,1.8406
07/31/2022 06:00,1.8406
07/31/2022 06:15,1.8406
07/31/2022 06:30,1.79246
07/31/2022 06:45,1.79246
07/31/2022 07:00,1.79246
07/31/2022 07:15,1.74149
07/31/2022 07:30,1.74149
07/31/2022 07:45,1.74149
07/31/2022 08:00,1.74149
07/31/2022 08:15,1.74149
07/31/2022 08:30,1.74149
07/31/2022 08:45,1.69618
07/31/2022 09:00,1.69618
07/31/2022 09:15,1.64804
07/31/2022 09:30,1.64804
07/31/2022 09:45,1.64804
07/31/2022 10:00,1.64804
07/31/2022 10:15,1.64804
07/31/2022 10:30,1.59707
07/31/2022 10:45,1.59707
07/31/2022 11:00,1.59707
07/31/2022 11:15,1.59707
07/31/2022 11:30,1.59707
07/31/2022 11:45,1.54893
07/31/2022 12:00,1.54893
07/31/2022 12:15,1.54893
07/31/2022 12:30,1.54893
07/31/2022 12:45,1.54893
07/31/2022 13:00,1.54893
07/31/2022 13:15,1.50079
07/31/2022 13:30,1.50079
07/31/2022 13:45,1.50079
07/31/2022 14:00,1.50079
07/31/2022 14:15,1.45549
07/31/2022 14:30,1.50079
07/31/2022 14:45,1.45549
07/31/2022 15:00,1.50079
07/31/2022 15:15,1.45549
07/31/2022 15:30,1.45549
07/31/2022 15:45,1.45549
07/31/2022 16:00,1.50079
07/31/2022 16:15,1.45549
07/31/2022 16:30,1.45549
07/31/2022 16:45,1.50079
07/31/2022 17:00,1.45549
07/31/2022 17:15,1.50079
07/31/2022 17:30,1.45549
07/31/2022 17:45,1.45549
07/31/2022 18:00,1.45549
07/31/2022 18:15,1.45549
07/31/2022 18:30,1.45549
07/31/2022 18:45,1.45549
07/31/2022 19:00,1.45549
07/31/2022 19:15,1.45549
07/31/2022 19:30,1.45549
07/31/2022 19:45,1.45549
07/31/2022 20:00,1.45549
07/31/2022 20:15,1.45549
07/31/2022 20:30,1.50079
07/31/2022 20:45,1.50079
07/31/2022 21:00,1.50079
07/31/2022 21:15,1.50079
07/31/2022 21:30,1.50079
07/31/2022 21:45,1.50079
07/31/2022 22:00,1.50079
07/31/2022 22:15,1.50079
07/31/2022 22:30,1.50079
07/31/2022 22:45,1.54893
07/31/2022 23:00,1.54893
07/31/2022 23:15,1.54893
07/31/2022 23:30,1.54893
07/31/2022 23:45,1.54893
08/01/2022 00:00,1.59707
08/01/2022 00:15,1.59707
08/01/2022 00:30,1.79246
08/01/2022 00:45,2.36446
08/01/2022 01:00,2.71559
08/01/2022 01:15,3.14317
08/01/2022 01:30,3.48297
08/01/2022 01:45,3.53961
08/01/2022 02:00,3.70951
08/01/2022 02:15,3.96436
08/01/2022 02:30,4.07763
08/01/2022 02:45,4.21921
08/01/2022 03:00,4.47406
08/01/2022 03:15,4.7006
08/01/2022 03:30,5.01208
08/01/2022 03:45,5.23862
