Date (UTC), Q (cms)
07/26/2022 00:30,0.0130257
07/26/2022 00:45,0.0127426
07/26/2022 01:00,0.0127426
07/26/2022 01:15,0.0127426
07/26/2022 01:30,0.0127426
07/26/2022 01:45,0.0127426
07/26/2022 02:00,0.0127426
07/26/2022 02:15,0.0127426
07/26/2022 02:30,0.0127426
07/26/2022 02:45,0.0127426
07/26/2022 03:00,0.0127426
07/26/2022 03:15,0.0127426
07/26/2022 03:30,0.0127426
07/26/2022 03:45,0.0127426
07/26/2022 04:00,0.0127426
07/26/2022 04:15,0.0127426
07/26/2022 04:30,0.0130257
07/26/2022 04:45,0.0127426
07/26/2022 05:00,0.0127426
07/26/2022 05:15,0.0127426
07/26/2022 05:30,0.0127426
07/26/2022 05:45,0.0127426
07/26/2022 06:00,0.0127426
07/26/2022 06:15,0.0127426
07/26/2022 06:30,0.0127426
07/26/2022 06:45,0.0127426
07/26/2022 07:00,0.0127426
07/26/2022 07:15,0.0127426
07/26/2022 07:30,0.0127426
07/26/2022 07:45,0.0127426
07/26/2022 08:00,0.0127426
07/26/2022 08:15,0.0127426
07/26/2022 08:30,0.0130257
07/26/2022 08:45,0.0121762
07/26/2022 09:00,0.00934456
07/26/2022 09:15,0.0144416
07/26/2022 09:30,0.0141584
07/26/2022 09:45,0.0223703
07/26/2022 10:00,0.0243525
07/26/2022 10:15,0.0271842
07/26/2022 10:30,0.0300159
07/26/2022 10:45,0.0317149
07/26/2022 11:00,0.0322812
07/26/2022 11:15,0.0322812
07/26/2022 11:30,0.0322812
07/26/2022 11:45,0.031998
07/26/2022 12:00,0.0243525
07/26/2022 12:15,0.0402099
07/26/2022 12:30,0.0597485
07/26/2022 12:45,0.12516
07/26/2022 13:00,0.210961
07/26/2022 13:15,0.351129
07/26/2022 13:30,0.586159
07/26/2022 13:45,0.945783
07/26/2022 14:00,1.35355
07/26/2022 14:15,2.21438
07/26/2022 14:30,2.97327
07/26/2022 14:45,4.24753
07/26/2022 15:00,5.80495
07/26/2022 15:15,7.36238
07/26/2022 15:30,8.55169
07/26/2022 15:45,9.28793
07/26/2022 16:00,9.68436
07/26/2022 16:15,9.88258
07/26/2022 16:30,10.0808
07/26/2022 16:45,10.364
07/26/2022 17:00,10.817
07/26/2022 17:15,11.3551
07/26/2022 17:30,11.9214
07/26/2022 17:45,12.4877
07/26/2022 18:00,13.139
07/26/2022 18:15,13.9885
07/26/2022 18:30,15.2345
07/26/2022 18:45,16.9335
07/26/2022 19:00,18.9157
07/26/2022 19:15,21.0111
07/26/2022 19:30,22.9366
07/26/2022 19:45,24.6357
07/26/2022 20:00,25.9382
07/26/2022 20:15,26.9576
07/26/2022 20:30,27.6939
07/26/2022 20:45,28.1469
07/26/2022 21:00,28.1753
07/26/2022 21:15,28.0337
07/26/2022 21:30,27.6656
07/26/2022 21:45,27.1559
07/26/2022 22:00,26.5046
07/26/2022 22:15,25.6834
07/26/2022 22:30,24.7489
07/26/2022 22:45,23.7862
07/26/2022 23:00,22.7951
07/26/2022 23:15,21.8323
07/26/2022 23:30,20.8129
07/26/2022 23:45,19.7652
07/27/2022 00:00,18.859
07/27/2022 00:15,17.9246
07/27/2022 00:30,16.9618
07/27/2022 00:45,16.1123
07/27/2022 01:00,15.2911
07/27/2022 01:15,14.5265
07/27/2022 01:30,13.8469
07/27/2022 01:45,13.1673
07/27/2022 02:00,12.6293
07/27/2022 02:15,12.063
07/27/2022 02:30,11.5816
07/27/2022 02:45,11.1285
07/27/2022 03:00,10.6755
07/27/2022 03:15,10.3073
07/27/2022 03:30,9.96753
07/27/2022 03:45,9.59941
07/27/2022 04:00,9.28793
07/27/2022 04:15,9.00476
07/27/2022 04:30,8.69327
07/27/2022 04:45,8.4101
07/27/2022 05:00,8.12693
07/27/2022 05:15,7.87208
07/27/2022 06:15,6.90931
07/27/2022 06:30,6.71109
07/27/2022 06:45,6.51287
07/27/2022 07:00,6.31466
07/27/2022 07:15,6.11644
07/27/2022 07:30,5.94654
07/27/2022 07:45,5.80495
07/27/2022 08:00,5.63505
07/27/2022 08:15,5.49347
07/27/2022 08:30,5.32357
07/27/2022 08:45,5.18198
07/27/2022 09:00,5.0404
07/27/2022 09:15,4.89881
07/27/2022 09:30,4.78555
07/27/2022 09:45,4.67228
07/27/2022 10:00,4.5307
07/27/2022 10:15,4.41743
07/27/2022 10:30,4.30416
07/27/2022 10:45,4.21921
07/27/2022 11:00,4.10594
07/27/2022 11:15,4.02099
07/27/2022 11:30,3.93604
07/27/2022 11:45,4.04931
07/27/2022 12:00,4.38911
07/27/2022 12:15,4.78555
07/27/2022 12:30,5.18198
07/27/2022 12:45,5.49347
07/27/2022 13:00,5.63505
07/27/2022 13:15,5.74832
07/27/2022 13:30,5.77664
07/27/2022 13:45,5.77664
07/27/2022 14:00,5.74832
07/27/2022 14:15,5.69169
07/27/2022 14:30,5.63505
07/27/2022 14:45,5.57842
07/27/2022 15:00,5.49347
07/27/2022 15:15,5.43683
07/27/2022 15:30,5.3802
07/27/2022 15:45,5.3802
07/27/2022 16:00,5.40852
07/27/2022 16:15,5.49347
07/27/2022 16:30,5.66337
07/27/2022 16:45,5.86159
07/27/2022 17:00,6.03149
07/27/2022 17:15,6.14476
07/27/2022 17:30,6.22971
07/27/2022 17:45,6.22971
07/27/2022 18:00,6.22971
07/27/2022 18:15,6.20139
07/27/2022 18:45,6.08812
07/27/2022 19:00,6.00317
07/27/2022 19:15,5.8899
07/27/2022 19:30,5.77664
07/27/2022 19:45,5.66337
07/27/2022 20:00,5.57842
07/27/2022 20:15,5.46515
07/27/2022 20:30,5.35188
07/27/2022 20:45,5.26693
07/27/2022 21:00,5.15367
07/27/2022 21:15,5.0404
07/27/2022 21:30,4.92713
07/27/2022 21:45,4.84218
07/27/2022 22:00,4.72891
07/27/2022 22:15,4.61565
07/27/2022 22:30,4.5307
07/27/2022 22:45,4.44574
07/27/2022 23:00,4.36079
07/27/2022 23:15,4.27584
07/27/2022 23:30,4.19089
07/27/2022 23:45,4.16258
07/28/2022 00:00,4.24753
07/28/2022 00:15,4.36079
07/28/2022 00:30,4.55901
07/28/2022 00:45,4.8705
07/28/2022 01:00,5.57842
07/28/2022 01:15,6.34297
07/28/2022 01:30,7.19248
07/28/2022 01:45,9.23129
07/28/2022 02:00,13.0824
07/28/2022 02:15,18.236
07/28/2022 02:30,22.9933
07/28/2022 02:45,27.7222
07/28/2022 03:00,31.998
07/28/2022 03:15,36.2456
07/28/2022 03:30,40.2099
07/28/2022 03:45,43.6079
07/28/2022 04:00,47.006
07/28/2022 04:15,49.8377
07/28/2022 04:30,52.3862
07/28/2022 04:45,54.6515
07/28/2022 05:00,56.3505
07/28/2022 05:15,57.4832
07/28/2022 05:30,58.0495
07/28/2022 05:45,58.0495
07/28/2022 06:00,58.3327
07/28/2022 06:15,58.3327
07/28/2022 06:30,58.3327
07/28/2022 06:45,57.7664
07/28/2022 07:00,57.4832
07/28/2022 07:15,56.9169
07/28/2022 07:30,56.0674
07/28/2022 07:45,55.2179
07/28/2022 08:00,54.0852
07/28/2022 08:15,52.6693
07/28/2022 08:30,51.2535
07/28/2022 08:45,49.5545
07/28/2022 09:00,48.1386
07/28/2022 09:15,46.4396
07/28/2022 09:30,44.1743
07/28/2022 09:45,41.9089
07/28/2022 10:00,39.6436
07/28/2022 10:15,37.3782
07/28/2022 10:30,35.1129
07/28/2022 10:45,32.8475
07/28/2022 11:00,30.8654
07/28/2022 11:15,28.8832
07/28/2022 11:30,27.1842
07/28/2022 11:45,25.5701
07/28/2022 12:00,24.041
07/28/2022 12:15,22.7101
07/28/2022 12:30,21.4075
07/28/2022 12:45,20.2749
07/28/2022 13:00,19.2555
07/28/2022 13:15,18.3493
07/28/2022 13:30,17.5281
07/28/2022 13:45,16.6786
07/28/2022 14:00,16.0273
07/28/2022 14:15,15.4327
07/28/2022 14:30,14.838
07/28/2022 14:45,14.3
07/28/2022 15:00,13.7903
07/28/2022 15:15,13.4222
07/28/2022 15:30,12.9974
07/28/2022 15:45,12.6576
07/28/2022 16:00,12.3178
07/28/2022 16:15,12.0063
07/28/2022 16:30,11.6949
07/28/2022 16:45,11.4117
07/28/2022 17:00,11.1852
07/28/2022 17:15,10.9303
07/28/2022 18:30,9.96753
07/28/2022 18:45,9.741
07/28/2022 19:00,9.54278
07/28/2022 19:15,9.37288
07/28/2022 19:30,9.17466
07/28/2022 19:45,9.00476
07/28/2022 20:00,8.86317
07/28/2022 20:15,8.69327
07/28/2022 20:30,8.52337
07/28/2022 20:45,8.4101
07/28/2022 21:00,8.2402
07/28/2022 21:15,8.0703
07/28/2022 21:30,7.92872
07/28/2022 21:45,7.78713
07/28/2022 22:00,7.61723
07/28/2022 22:15,7.47565
07/28/2022 22:30,7.33406
07/28/2022 22:45,7.19248
07/28/2022 23:00,7.05089
07/28/2022 23:15,6.88099
07/28/2022 23:30,6.73941
07/28/2022 23:45,6.62614
07/29/2022 00:00,6.51287
07/29/2022 00:15,6.37129
07/29/2022 00:30,6.22971
07/29/2022 00:45,6.11644
07/29/2022 01:00,6.00317
07/29/2022 01:15,5.8899
07/29/2022 01:30,5.77664
07/29/2022 01:45,5.66337
07/29/2022 02:00,5.5501
07/29/2022 02:15,5.43683
07/29/2022 02:30,5.32357
07/29/2022 02:45,5.23862
07/29/2022 03:00,5.15367
07/29/2022 03:15,5.0404
07/29/2022 03:30,4.98377
07/29/2022 03:45,4.89881
07/29/2022 04:00,4.84218
07/29/2022 04:15,4.75723
07/29/2022 04:30,4.72891
07/29/2022 04:45,4.67228
07/29/2022 05:00,4.61565
07/29/2022 05:15,4.58733
07/29/2022 05:30,4.5307
07/29/2022 05:45,4.50238
07/29/2022 06:00,4.41743
07/29/2022 06:15,4.38911
07/29/2022 06:30,4.33248
07/29/2022 06:45,4.30416
07/29/2022 07:00,4.27584
07/29/2022 07:15,4.24753
07/29/2022 07:30,4.21921
07/29/2022 07:45,4.19089
07/29/2022 08:00,4.16258
07/29/2022 08:15,4.13426
07/29/2022 08:30,4.13426
07/29/2022 08:45,4.13426
07/29/2022 09:00,4.13426
07/29/2022 09:15,4.16258
07/29/2022 09:30,4.19089
07/29/2022 09:45,4.21921
07/29/2022 10:00,4.24753
07/29/2022 10:15,4.27584
07/29/2022 10:30,4.33248
07/29/2022 10:45,4.36079
07/29/2022 11:00,4.41743
07/29/2022 11:15,4.47406
07/29/2022 11:30,4.5307
07/29/2022 11:45,4.55901
07/29/2022 12:00,4.61565
07/29/2022 12:15,4.64396
07/29/2022 12:30,4.67228
07/29/2022 12:45,4.7006
07/29/2022 13:00,4.72891
07/29/2022 13:15,4.72891
07/29/2022 13:30,4.75723
07/29/2022 13:45,4.75723
07/29/2022 14:00,4.75723
07/29/2022 14:15,4.72891
07/29/2022 14:30,4.72891
07/29/2022 14:45,4.7006
07/29/2022 15:00,4.67228
07/29/2022 15:15,4.67228
07/29/2022 15:30,4.64396
07/29/2022 15:45,4.61565
07/29/2022 16:00,4.58733
07/29/2022 16:15,4.5307
07/29/2022 16:30,4.50238
07/29/2022 16:45,4.47406
07/29/2022 17:00,4.41743
07/29/2022 17:15,4.38911
07/29/2022 17:30,4.33248
07/29/2022 17:45,4.30416
07/29/2022 18:00,4.24753
07/29/2022 18:15,4.21921
07/29/2022 18:30,4.16258
07/29/2022 18:45,4.10594
07/29/2022 19:00,4.04931
07/29/2022 19:15,4.02099
07/29/2022 19:30,3.96436
07/29/2022 19:45,3.90772
07/29/2022 20:00,3.85109
07/29/2022 20:15,3.82277
07/29/2022 20:30,3.76614
07/29/2022 20:45,3.70951
07/29/2022 21:00,3.65287
07/29/2022 21:15,3.62456
07/29/2022 21:30,3.59624
07/29/2022 21:45,3.53961
07/29/2022 22:00,3.48297
07/29/2022 22:15,3.45466
07/29/2022 22:30,3.39802
07/29/2022 22:45,3.34139
07/29/2022 23:00,3.28475
07/29/2022 23:15,3.25644
07/29/2022 23:30,3.1998
07/29/2022 23:45,3.14317
07/30/2022 00:00,3.08654
07/30/2022 00:15,3.0299
07/30/2022 00:30,3.00159
07/30/2022 00:45,2.94495
07/30/2022 01:00,2.88832
07/30/2022 01:15,2.86
07/30/2022 01:30,2.83168
07/30/2022 01:45,2.82602
07/30/2022 02:00,2.82602
07/30/2022 02:15,2.86
07/30/2022 02:30,2.94495
07/30/2022 02:45,3.11485
07/30/2022 03:00,3.3697
07/30/2022 03:15,3.79446
07/30/2022 03:30,4.33248
07/30/2022 03:45,4.95545
07/30/2022 04:00,5.66337
07/30/2022 04:15,6.34297
07/30/2022 04:30,6.90931
07/30/2022 04:45,7.3907
07/30/2022 05:00,7.7305
07/30/2022 05:15,7.95703
07/30/2022 05:30,8.0703
07/30/2022 05:45,8.12693
07/30/2022 06:00,8.09862
07/30/2022 06:15,8.04198
07/30/2022 06:30,7.9004
07/30/2022 06:45,7.75882
07/30/2022 07:00,7.5606
07/30/2022 07:15,7.3907
07/30/2022 07:30,7.19248
07/30/2022 07:45,6.96594
07/30/2022 08:00,6.73941
07/30/2022 08:15,6.51287
07/30/2022 08:30,6.31466
07/30/2022 08:45,6.08812
07/30/2022 09:00,5.91822
07/30/2022 09:15,5.72
07/30/2022 09:30,5.5501
07/30/2022 09:45,5.3802
07/30/2022 10:00,5.23862
07/30/2022 10:15,5.09703
07/30/2022 10:30,4.95545
07/30/2022 10:45,4.81386
07/30/2022 11:00,4.7006
07/30/2022 11:15,4.58733
07/30/2022 11:30,4.47406
07/30/2022 11:45,4.36079
07/30/2022 12:00,4.24753
07/30/2022 12:15,4.16258
07/30/2022 12:30,4.04931
07/30/2022 12:45,3.96436
07/30/2022 13:00,3.87941
07/30/2022 13:15,3.79446
07/30/2022 13:30,3.70951
07/30/2022 13:45,3.62456
07/30/2022 14:00,3.56792
07/30/2022 14:15,3.48297
07/30/2022 14:30,3.42634
07/30/2022 14:45,3.34139
07/30/2022 15:00,3.28475
07/30/2022 15:15,3.22812
07/30/2022 15:30,3.17149
07/30/2022 15:45,3.11485
07/30/2022 16:00,3.11485
07/30/2022 16:15,3.00159
07/30/2022 16:30,2.94495
07/30/2022 16:45,2.91664
07/30/2022 17:00,2.83168
07/30/2022 17:15,2.76939
07/30/2022 18:30,2.55418
07/30/2022 18:45,2.50887
07/30/2022 19:00,2.47206
07/30/2022 19:15,2.42675
07/30/2022 19:30,2.39277
07/30/2022 19:45,2.35596
07/30/2022 20:00,2.31349
07/30/2022 20:15,2.28234
07/30/2022 20:30,2.24836
07/30/2022 20:45,2.21438
07/30/2022 21:00,2.1804
07/30/2022 21:15,2.14925
07/30/2022 21:30,2.11527
07/30/2022 21:45,2.08695
07/30/2022 22:00,2.0558
07/30/2022 22:15,2.03032
07/30/2022 22:30,2.00483
07/30/2022 22:45,1.97652
07/30/2022 23:00,1.9482
07/30/2022 23:15,1.92271
07/30/2022 23:30,1.8944
07/30/2022 23:45,1.87458
07/31/2022 00:00,1.84626
07/31/2022 00:15,1.82077
07/31/2022 00:30,1.79812
07/31/2022 00:45,1.77263
07/31/2022 01:00,1.74715
07/31/2022 01:15,1.71883
07/31/2022 01:30,1.69618
07/31/2022 01:45,1.67069
07/31/2022 02:00,1.64804
07/31/2022 02:15,1.62256
07/31/2022 02:30,1.60557
07/31/2022 02:45,1.58291
07/31/2022 03:00,1.55459
07/31/2022 03:15,1.53194
07/31/2022 03:30,1.50646
07/31/2022 03:45,1.48663
07/31/2022 04:00,1.46681
07/31/2022 04:15,1.44133
07/31/2022 04:30,1.42434
07/31/2022 04:45,1.40452
07/31/2022 05:00,1.38186
07/31/2022 05:15,1.36204
07/31/2022 05:30,1.33939
07/31/2022 05:45,1.32523
07/31/2022 06:00,1.30824
07/31/2022 06:15,1.29408
07/31/2022 06:30,1.27143
07/31/2022 06:45,1.25444
07/31/2022 07:00,1.24311
07/31/2022 07:15,1.22329
07/31/2022 07:30,1.21196
07/31/2022 07:45,1.20063
07/31/2022 08:00,1.18931
07/31/2022 08:15,1.17232
07/31/2022 08:30,1.16099
07/31/2022 08:45,1.14683
07/31/2022 09:00,1.13267
07/31/2022 09:15,1.12135
07/31/2022 09:30,1.11002
07/31/2022 09:45,1.09869
07/31/2022 10:00,1.08737
07/31/2022 10:15,1.07604
07/31/2022 10:30,1.06755
07/31/2022 10:45,1.05905
07/31/2022 11:00,1.05339
07/31/2022 11:15,1.04206
07/31/2022 11:30,1.0364
07/31/2022 11:45,1.02507
07/31/2022 12:00,1.0279
07/31/2022 12:15,1.01374
07/31/2022 12:30,1.02507
07/31/2022 12:45,0.948614
07/31/2022 13:00,1.09869
07/31/2022 13:15,1.05339
07/31/2022 13:30,1.21479
07/31/2022 13:45,1.38469
07/31/2022 14:00,1.55176
07/31/2022 14:15,1.83776
07/31/2022 14:30,2.05863
07/31/2022 14:45,2.2342
07/31/2022 15:00,2.38711
07/31/2022 15:15,2.49471
07/31/2022 15:30,2.57683
07/31/2022 15:45,2.64763
07/31/2022 16:00,2.70709
07/31/2022 16:15,2.76939
07/31/2022 16:30,2.86
07/31/2022 16:45,3.22812
07/31/2022 17:00,3.68119
07/31/2022 17:15,4.07763
07/31/2022 17:30,4.41743
07/31/2022 17:45,4.84218
07/31/2022 18:00,5.23862
07/31/2022 18:15,5.49347
07/31/2022 18:30,5.72
07/31/2022 18:45,5.86159
07/31/2022 19:00,5.94654
07/31/2022 19:15,6.00317
07/31/2022 19:30,6.05981
07/31/2022 19:45,6.05981
07/31/2022 20:00,6.08812
07/31/2022 20:15,6.08812
07/31/2022 20:30,6.08812
07/31/2022 20:45,6.05981
07/31/2022 21:00,6.03149
07/31/2022 21:15,5.97485
07/31/2022 21:30,5.94654
07/31/2022 21:45,5.8899
07/31/2022 22:00,5.83327
07/31/2022 22:15,5.77664
07/31/2022 22:30,5.72
07/31/2022 22:45,5.63505
07/31/2022 23:00,5.57842
07/31/2022 23:15,5.49347
07/31/2022 23:30,5.43683
07/31/2022 23:45,5.35188
08/01/2022 00:00,5.26693
08/01/2022 00:15,5.18198
08/01/2022 00:30,5.09703
08/01/2022 00:45,5.01208
08/01/2022 01:00,4.92713
08/01/2022 01:15,4.8705
08/01/2022 01:30,4.75723
08/01/2022 01:45,4.7006
08/01/2022 02:00,4.61565
08/01/2022 02:15,4.5307
08/01/2022 02:30,4.44574
08/01/2022 02:45,4.38911
08/01/2022 03:00,4.30416
08/01/2022 03:15,4.24753
08/01/2022 03:30,4.19089
08/01/2022 03:45,4.13426
